Primary Key,Title,Opening,OpenTheater,MaxTheater,Gross,OpeningvsGrossPercent,OpeningTheaterVsMax,ReleaseSeason,Budget,Distributor,Brand,Franchise,MPAA,Runtime,Genres
2936,The New World,5168465,811,811,12712093,0.406578602,1,Holiday,30000000,"New Line Cinema
        
    ",Re-Release,(None),PG-13,135,"Biography
 
 Drama
 
 History
 
 Romance"
2937,The Matador,4649723,885,905,12594698,0.369180984,0.977900552,Holiday,12500000,"The Weinstein Company
        
    ",(None),(None),R,96,"Comedy
 
 Crime
 
 Thriller"
2938,The Weather Man,4248465,1510,1510,12482775,0.340346197,1,Fall,22000000,"Paramount Pictures
        
    ",(None),(None),R,102,"Comedy
 
 Drama"
2939,Casanova,5060631,1004,1011,11304403,0.447669019,0.993076162,Holiday,,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,112,"Adventure
 
 Comedy
 
 Drama
 
 Romance"
2940,Lords of Dogtown,5623373,1865,1865,11273517,0.49881266,1,Summer,25000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,107,"Biography
 
 Drama
 
 Sport"
2944,In the Mix,4448491,1608,1608,10223896,0.435107223,1,Holiday,,"Lionsgate
        
    ",(None),(None),PG-13,95,"Comedy
 
 Crime
 
 Drama
 
 Music
 
 Romance"
2945,Domino,4675000,2223,2223,10169202,0.459721422,1,Fall,50000000,"New Line Cinema
        
    ",(None),(None),R,127,"Action
 
 Biography
 
 Crime
 
 Drama
 
 Thriller"
2946,The Great Raid,3376009,819,920,10167373,0.33204339,0.890217391,Summer,80000000,"Miramax
        
    ",(None),(None),R,132,"Action
 
 Drama
 
 War"
2947,Cry Wolf,4551000,1789,1789,10047674,0.452940651,1,Fall,1000000,"Rogue Pictures
        
    ",(None),(None),PG-13,90,"Drama
 
 Horror
 
 Mystery
 
 Thriller"
2948,The Ice Harvest,3744000,1550,1555,9016782,0.415225742,0.996784566,Holiday,16000000,"Focus Features
        
    ",(None),(None),R,92,"Comedy
 
 Crime
 
 Drama
 
 Thriller"
2951,An Unfinished Life,2694732,753,888,8586392,0.313837523,0.847972973,Fall,30000000,"Miramax
        
    ",(None),(None),PG-13,108,"Drama
 
 Family
 
 Romance"
2952,The Man,4025000,2040,2040,8330720,0.483151516,1,Fall,20000000,"New Line Cinema
        
    ",(None),(None),PG-13,83,"Action
 
 Comedy
 
 Crime"
2960,The Jacket,2723682,1331,1331,6303762,0.432072467,1,Spring,29000000,"Warner Independent Pictures (WIP)
        
    ",(None),(None),R,103,"Drama
 
 Fantasy
 
 Mystery
 
 Sci-Fi
 
 Thriller"
2961,Underclassman,2646000,1132,1132,5655459,0.467866534,1,Fall,25000000,"Miramax
        
    ",(None),(None),PG-13,95,"Action
 
 Comedy
 
 Crime
 
 Drama
 
 Thriller"
2963,Alone in the Dark,2834421,2124,2124,5178569,0.547336726,1,Winter,20000000,"Lionsgate
        
    ",(None),(None),R,99,"Action
 
 Horror
 
 Sci-Fi"
2966,The Libertine,2925164,815,819,4835065,0.604989592,0.995115995,Holiday,,"The Weinstein Company
        
    ",(None),(None),R,114,"Biography
 
 Drama
 
 History
 
 Romance"
2969,Mindhunters,2000000,1040,1040,4480744,0.446354445,1,Summer,27000000,"Dimension Films
        
    ",(None),(None),R,106,"Crime
 
 Horror
 
 Thriller"
2972,King's Ransom,2300000,1508,1508,4008527,0.573776851,1,Spring,15000000,"New Line Cinema
        
    ",(None),(None),PG-13,95,"Comedy
 
 Crime"
2975,High Tension,1897705,1323,1323,3681066,0.515531371,1,Summer,2500000,"Lionsgate
        
    ",(None),(None),R,91,Horror
2977,Stay,2188199,1684,1684,3626883,0.603327706,1,Fall,,"Twentieth Century Fox
        
    ",(None),(None),R,99,"Drama
 
 Mystery
 
 Thriller"
2987,Oliver Twist,1211131,779,779,2080321,0.582184672,1,Fall,60000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,130,"Crime
 
 Drama"
2989,A Sound of Thunder,917398,816,816,1900451,0.482726469,1,Fall,80000000,"Warner Bros.
        
    ",(None),(None),PG-13,110,"Action
 
 Adventure
 
 Horror
 
 Sci-Fi
 
 Thriller"
3001,Shrek 2,108037878,4163,4223,441226247,0.24485823,0.985792091,Summer,150000000,"DreamWorks Distribution
        
    ",DreamWorks Animation,Shrek,PG,93,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Romance"
3002,Spider-Man 2,88156227,4152,4166,373585825,0.235973158,0.996639462,Summer,200000000,"Sony Pictures Entertainment (SPE)
        
    ",Marvel Comics,Spider-Man,PG-13,127,"Action
 
 Adventure
 
 Sci-Fi"
3003,The Passion of the Christ,83848082,3043,3408,370274604,0.226448374,0.892899061,Winter,30000000,"Newmarket Films
        
    ",(None),(None),R,127,Drama
3004,Meet the Fockers,46120980,3518,3554,279261160,0.165153579,0.989870568,Holiday,80000000,"Universal Pictures
        
    ",(None),Fockers,PG-13,115,"Comedy
 
 Romance"
3005,The Incredibles,70467623,3933,3933,261441092,0.269535376,1,Holiday,92000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,Incredibles,Not Rated,115,"Action
 
 Adventure
 
 Animation
 
 Family"
3006,Harry Potter and the Prisoner of Azkaban,93687367,3855,3855,249541069,0.37543867,1,Summer,130000000,"Warner Bros.
        
    ",Harry Potter,Harry Potter,PG,142,"Adventure
 
 Family
 
 Fantasy
 
 Mystery"
3007,The Day After Tomorrow,68743584,3425,3444,186740799,0.368123005,0.994483159,Summer,125000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,124,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
3008,The Bourne Supremacy,52521865,3165,3304,176241941,0.298010024,0.957929782,Summer,75000000,"Universal Pictures
        
    ",Robert Ludlum,Jason Bourne,PG-13,108,"Action
 
 Mystery
 
 Thriller"
3009,National Treasure,35142554,3017,3243,173008894,0.203125708,0.93031144,Holiday,100000000,"Walt Disney Studios Motion Pictures
        
    ",(None),National Treasure,PG,131,"Action
 
 Adventure
 
 Mystery
 
 Thriller"
3010,The Polar Express,23323463,3650,3650,162775358,0.143286203,1,Holiday,165000000,"Warner Bros.
        
    ",Christmas,(None),Not Rated,100,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Musical"
3011,Shark Tale,47604606,4016,4070,160861908,0.29593461,0.986732187,Fall,75000000,"DreamWorks Distribution
        
    ",DreamWorks Animation,(None),PG,90,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Thriller"
3012,"I, Robot",52179887,3420,3494,144801023,0.36035579,0.978820836,Summer,120000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,115,"Action
 
 Mystery
 
 Sci-Fi
 
 Thriller"
3013,Troy,46865412,3411,3411,133378256,0.351372206,1,Summer,175000000,"Warner Bros.
        
    ",(None),(None),R,163,"Drama
 
 History"
3014,Ocean's Twelve,39153380,3290,3290,125544280,0.311869087,1,Holiday,110000000,"Warner Bros.
        
    ",(None),Ocean's,PG-13,125,"Crime
 
 Thriller"
3015,50 First Dates,39852237,3591,3612,120908074,0.32960774,0.994186047,Winter,75000000,"Sony Pictures Entertainment (SPE)
        
    ",Adam Sandler,(None),PG-13,99,"Comedy
 
 Drama
 
 Romance"
3016,Van Helsing,51748040,3575,3580,120177084,0.430598233,0.998603352,Summer,160000000,"Universal Pictures
        
    ",(None),(None),PG-13,131,"Action
 
 Adventure
 
 Fantasy
 
 Thriller"
3017,Fahrenheit 9/11,23920637,868,2011,119194771,0.200685288,0.431626057,Summer,6000000,"Lionsgate
        
    ",(None),(None),R,122,"Documentary
 
 Drama
 
 War"
3018,A Series of Unfortunate Events,30061756,3620,3623,118634549,0.253397988,0.999171957,Holiday,140000000,"Paramount Pictures
        
    ",Nickelodeon,(None),PG,108,"Adventure
 
 Comedy
 
 Family
 
 Fantasy"
3019,Dodgeball: A True Underdog Story,30070196,2694,3020,114326736,0.263019807,0.89205298,Summer,20000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,92,"Comedy
 
 Sport"
3020,The Village,50746142,3730,3733,114197520,0.444371664,0.999196357,Summer,60000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,108,"Drama
 
 Mystery
 
 Thriller"
3021,The Grudge,39128715,3245,3348,110359362,0.354557278,0.969235364,Fall,10000000,"Sony Pictures Entertainment (SPE)
        
    ",Vertigo Entertainment,The Grudge,PG-13,91,"Horror
 
 Mystery
 
 Thriller"
3022,The Aviator,18821988,1796,2530,102610330,0.183431707,0.709881423,Holiday,110000000,"Miramax
        
    ",Martin Scorcese ,(None),PG-13,170,"Biography
 
 Drama"
3023,Collateral,24701458,3188,3205,101005703,0.244555082,0.994695788,Summer,65000000,"DreamWorks Distribution
        
    ",(None),(None),R,120,"Action
 
 Crime
 
 Drama
 
 Thriller"
3024,Million Dollar Baby,16413735,2010,2375,100492203,0.163333418,0.846315789,Holiday,30000000,"Warner Bros.
        
    ",Clint Eastwood,(None),PG-13,132,"Drama
 
 Sport"
3025,The Princess Diaries 2: Royal Engagement,22956453,3472,3490,95170481,0.241214006,0.994842407,Summer,40000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),Not Rated,113,"Comedy
 
 Family
 
 Romance"
3026,Starsky & Hutch,28103367,3185,3185,88237754,0.318495947,1,Spring,60000000,"Warner Bros.
        
    ",(None),(None),PG-13,101,"Comedy
 
 Crime"
3027,Along Came Polly,27721185,2984,3052,88097164,0.314666032,0.977719528,Winter,42000000,"Universal Pictures
        
    ",(None),(None),PG-13,90,"Comedy
 
 Romance"
3028,Mean Girls,24432195,2839,3054,86058055,0.283903639,0.929600524,Spring,17000000,"Paramount Pictures
        
    ",(None),(None),PG-13,97,Comedy
3029,The SpongeBob SquarePants Movie,32018216,3212,3307,85417988,0.374841608,0.971273057,Holiday,30000000,"Paramount Pictures
        
    ",Nickelodeon,Spongebob,PG,87,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy"
3030,Anchorman: The Legend of Ron Burgundy,28416365,3091,3104,85288303,0.333180096,0.995811856,Summer,26000000,"DreamWorks Distribution
        
    ",(None),(None),PG-13,94,Comedy
3031,Scooby-Doo 2: Monsters Unleashed,29438331,3312,3312,84216833,0.349554002,1,Spring,55000000,"Warner Bros.
        
    ",Hanna-Barbera,Scooby-Doo,PG,93,"Adventure
 
 Comedy
 
 Family
 
 Fantasy
 
 Horror
 
 Mystery
 
 Sci-Fi"
3032,The Notebook,13464745,2303,2323,81001787,0.166227752,0.991390443,Summer,29000000,"New Line Cinema
        
    ",Nicholas Sparks,(None),PG-13,123,"Drama
 
 Romance"
3033,Alien vs. Predator,38291056,3395,3401,80282231,0.476955554,0.998235813,Summer,60000000,"Twentieth Century Fox
        
    ",Dark Horse Comics,Alien,PG-13,101,"Action
 
 Adventure
 
 Horror
 
 Sci-Fi
 
 Thriller"
3034,Man on Fire,22751490,2980,2986,77911774,0.292016069,0.997990623,Spring,70000000,"Twentieth Century Fox
        
    ",(None),(None),R,146,"Action
 
 Crime
 
 Drama
 
 Thriller"
3035,The Terminal,19053199,2811,2914,77872883,0.244670523,0.964653397,Summer,60000000,"DreamWorks Distribution
        
    ",Spielberg,(None),PG-13,128,"Comedy
 
 Drama
 
 Romance"
3036,Garfield,21727611,3094,3150,75369589,0.288280874,0.982222222,Summer,50000000,"Twentieth Century Fox
        
    ",(None),Garfield,PG,80,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy"
3037,Ray,20039730,2006,2474,75331600,0.266020236,0.81083266,Fall,40000000,"Universal Pictures
        
    ",(None),(None),PG-13,152,"Biography
 
 Drama
 
 Music"
3038,Ladder 49,22088204,3260,3261,74541707,0.296320072,0.999693346,Fall,60000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,115,"Action
 
 Drama
 
 Thriller"
3039,Christmas with the Kranks,21570867,3393,3416,73780539,0.292365267,0.993266979,Holiday,60000000,"Revolution Studios
        
    ",Christmas,(None),PG,99,"Comedy
 
 Family"
3041,White Chicks,19676748,2726,2800,70831760,0.277795554,0.973571429,Summer,37000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,109,"Comedy
 
 Crime"
3042,Hidalgo,18829435,3063,3065,67303450,0.279769239,0.999347471,Spring,100000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,136,"Action
 
 Adventure
 
 Biography
 
 Drama
 
 Sport
 
 Western"
3043,The Forgotten,21022111,3104,3144,67133509,0.313138868,0.987277354,Fall,42000000,"Revolution Studios
        
    ",(None),(None),PG-13,91,"Drama
 
 Mystery
 
 Sci-Fi
 
 Thriller"
3044,Kill Bill: Vol. 2,25600000,2971,3073,66208183,0.386659154,0.96680768,Spring,30000000,"Miramax
        
    ",Quentin Tarantino,(None),R,137,"Action
 
 Crime
 
 Thriller"
3045,The Manchurian Candidate,20018620,2867,2867,65955630,0.30351647,1,Summer,80000000,"Paramount Pictures
        
    ",(None),(None),R,129,"Drama
 
 Mystery
 
 Sci-Fi
 
 Thriller"
3046,Barbershop 2: Back in Business,24241612,2711,2711,65111277,0.372310499,1,Winter,30000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),Barbershop,PG-13,106,"Comedy
 
 Drama"
3047,Miracle,19377577,2605,2755,64378093,0.300996443,0.945553539,Winter,28000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,135,"Biography
 
 Drama
 
 History
 
 Sport"
3048,Friday Night Lights,20269025,2667,3004,61255921,0.33089087,0.887816245,Fall,30000000,"Universal Pictures
        
    ",(None),(None),PG-13,118,"Action
 
 Drama
 
 Sport"
3049,Hellboy,23172440,3028,3043,59623958,0.388643102,0.995070654,Spring,66000000,"Revolution Studios
        
    ",Dark Horse Comics,(None),PG-13,122,"Action
 
 Adventure
 
 Fantasy
 
 Sci-Fi"
3050,The Stepford Wives,21406781,3057,3057,59484742,0.359870116,1,Summer,90000000,"Paramount Pictures
        
    ",(None),(None),PG-13,93,"Comedy
 
 Horror
 
 Sci-Fi
 
 Thriller"
3051,Dawn of the Dead,26722575,2745,2748,59020957,0.452764177,0.998908297,Spring,26000000,"Universal Pictures
        
    ",(None),(None),R,101,"Action
 
 Horror"
3052,Without a Paddle,13528946,2730,2756,58169327,0.232578692,0.990566038,Summer,19000000,"Paramount Pictures
        
    ",(None),(None),PG-13,95,"Adventure
 
 Comedy
 
 Mystery"
3053,The Butterfly Effect,17100000,2605,2605,57938693,0.295139554,1,Winter,13000000,"New Line Cinema
        
    ",(None),(None),R,113,"Drama
 
 Sci-Fi
 
 Thriller"
3054,Shall We Dance,11600000,1772,2542,57890460,0.200378439,0.697088906,Fall,50000000,"Miramax
        
    ",(None),(None),PG-13,106,"Comedy
 
 Drama
 
 Music
 
 Romance"
3055,The Chronicles of Riddick,24289165,2757,2757,57761012,0.420511417,1,Summer,105000000,"Universal Pictures
        
    ",(None),(None),R,119,"Action
 
 Adventure
 
 Sci-Fi
 
 Thriller"
3056,13 Going on 30,21054283,3438,3453,57231747,0.367877692,0.995655951,Spring,37000000,"Revolution Studios
        
    ",(None),(None),PG-13,98,"Comedy
 
 Fantasy
 
 Romance"
3057,Saw,18276468,2315,2467,55185045,0.331185161,0.938386704,Fall,1200000,"Lionsgate
        
    ",(None),Saw,R,103,"Horror
 
 Mystery
 
 Thriller"
3058,Hero,17800000,2031,2175,53710019,0.331409304,0.933793103,Summer,31000000,"Miramax
        
    ",(None),(None),PG-13,120,"Action
 
 Adventure
 
 Drama
 
 History"
3059,Blade: Trinity,16100000,2912,2912,52411906,0.307182112,1,Holiday,65000000,"New Line Cinema
        
    ",Marvel Comics,Blade,R,113,"Action
 
 Horror
 
 Sci-Fi"
3060,King Arthur,15193907,3086,3086,51882244,0.292853698,1,Summer,120000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,126,"Action
 
 Adventure
 
 Drama
 
 History
 
 War"
3061,Finding Neverland,3449480,985,1411,51680613,0.066746112,0.698086464,Holiday,25000000,"Miramax
        
    ",(None),(None),PG,106,"Biography
 
 Drama
 
 Family"
3062,A Cinderella Story,13623350,2625,2625,51438175,0.264849015,1,Summer,19000000,"Warner Bros.
        
    ",(None),(None),PG,95,"Comedy
 
 Family
 
 Romance"
3063,The Phantom of the Opera,4001890,622,1515,51268815,0.078057002,0.410561056,Holiday,70000000,"Warner Bros.
        
    ",(None),(None),PG-13,143,"Drama
 
 Musical
 
 Romance
 
 Thriller"
3064,Resident Evil: Apocalypse,23036273,3284,3284,51201453,0.449914439,1,Fall,45000000,"Screen Gems
        
    ",(None),Resident Evil,R,94,"Action
 
 Horror
 
 Sci-Fi
 
 Thriller"
3065,Home on the Range,13880771,3047,3058,50030461,0.277446394,0.996402878,Spring,110000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,76,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Musical
 
 Western"
3066,Fat Albert,10021510,2674,2744,48116322,0.208276726,0.974489796,Holiday,45000000,"Twentieth Century Fox
        
    ",(None),(None),PG,93,"Comedy
 
 Family
 
 Fantasy
 
 Romance"
3067,Secret Window,18237568,3018,3018,48022900,0.379768152,1,Spring,40000000,"Sony Pictures Entertainment (SPE)
        
    ",Stephen King,(None),PG-13,96,"Drama
 
 Mystery
 
 Thriller"
3068,Walking Tall,15501114,2836,2836,46437717,0.333804394,1,Spring,46000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG-13,86,"Action
 
 Crime"
3069,In Good Company,18940995,1566,1963,45806659,0.413498723,0.797758533,Holiday,26000000,"Universal Pictures
        
    ",(None),(None),PG-13,110,"Comedy
 
 Drama
 
 Romance"
3070,Napoleon Dynamite,3199381,563,1027,44540956,0.071830093,0.548198637,Summer,400000,"Fox Searchlight Pictures
        
    ",MTV,(None),PG,96,Comedy
3071,Spanglish,8817853,2438,2587,42726869,0.206377233,0.942404329,Holiday,80000000,"Sony Pictures Entertainment (SPE)
        
    ",Adam Sandler,(None),PG-13,131,"Comedy
 
 Drama
 
 Romance"
3072,Exorcist: The Beginning,18054001,2803,2813,41821986,0.431686841,0.996445076,Summer,80000000,"Warner Bros.
        
    ",(None),(None),R,114,"Horror
 
 Mystery
 
 Thriller"
3073,You Got Served,16123105,1933,1943,40363810,0.399444577,0.99485332,Winter,8000000,"Screen Gems
        
    ",(None),(None),PG-13,95,"Drama
 
 Music"
3074,Bridget Jones: The Edge of Reason,14264650,2469,2473,40226215,0.354610793,0.998382531,Holiday,40000000,"Universal Pictures
        
    ",(None),(None),R,108,"Comedy
 
 Drama
 
 Romance"
3075,Catwoman,16728411,3117,3117,40202379,0.416105002,1,Summer,100000000,"Warner Bros.
        
    ",DC Comics,(None),PG-13,104,"Action
 
 Crime
 
 Fantasy"
3076,The Ladykillers,12634563,1583,1589,39799191,0.317457785,0.99622404,Spring,35000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,104,"Comedy
 
 Crime
 
 Thriller"
3077,Sky Captain and the World of Tomorrow,15580278,3170,3170,37762677,0.412584044,1,Fall,70000000,"Paramount Pictures
        
    ",(None),(None),PG,106,"Action
 
 Adventure
 
 Mystery
 
 Sci-Fi
 
 Thriller"
3078,Raising Helen,10985597,2717,2721,37486512,0.293054659,0.998529952,Summer,50000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,119,"Comedy
 
 Drama
 
 Romance"
3079,Taxi,12029832,3001,3001,36611066,0.328584587,1,Fall,25000000,"Twentieth Century Fox
        
    ",Saturday Night Live - Alumni Debuts,(None),PG-13,97,"Action
 
 Comedy
 
 Crime
 
 Thriller"
3080,Eternal Sunshine of the Spotless Mind,8175198,1353,1357,34400301,0.237649025,0.997052321,Spring,20000000,"Focus Features
        
    ",(None),(None),R,108,"Drama
 
 Romance
 
 Sci-Fi"
3081,Alexander,13687087,2445,2445,34297191,0.399073119,1,Holiday,155000000,"Warner Bros.
        
    ",(None),(None),R,175,"Action
 
 Biography
 
 Drama
 
 History
 
 War"
3082,Closer,5447255,622,1098,33987757,0.160271094,0.566484517,Holiday,27000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,104,"Drama
 
 Romance"
3083,The Punisher,14000000,2649,2649,33810189,0.41407636,1,Spring,33000000,"Lionsgate
        
    ",Marvel Comics,Punisher,R,124,"Action
 
 Crime
 
 Drama
 
 Thriller"
3084,Team America: World Police,12120358,2539,2620,32786074,0.369680066,0.969083969,Fall,32000000,"Paramount Pictures
        
    ",(None),(None),R,98,"Action
 
 Comedy"
3085,Taking Lives,11458465,2705,2705,32682342,0.350601098,1,Spring,45000000,"Warner Bros.
        
    ",(None),(None),R,103,"Crime
 
 Mystery
 
 Thriller"
3086,Anacondas: The Hunt for the Blood Orchid,12812287,2905,2905,32238923,0.397416719,1,Summer,20000000,"Screen Gems
        
    ",(None),(None),PG-13,97,"Action
 
 Adventure
 
 Horror
 
 Thriller"
3087,Cellular,10600000,2749,2763,32003620,0.331212532,0.994933044,Fall,25000000,"New Line Cinema
        
    ",(None),(None),PG-13,94,"Action
 
 Crime
 
 Thriller"
3088,Johnson Family Vacation,9375307,1317,1326,31203964,0.300452436,0.99321267,Spring,12000000,"Fox Searchlight Pictures
        
    ",(None),(None),PG-13,97,Comedy
3089,Open Water,15421309,2709,2709,30610863,0.503785503,1,Summer,500000,"Lionsgate
        
    ",(None),(None),R,79,"Adventure
 
 Drama
 
 Horror
 
 Thriller"
3090,Confessions of a Teenage Drama Queen,9350572,2503,2503,29331068,0.31879412,1,Winter,15000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,89,"Comedy
 
 Family
 
 Music
 
 Romance"
3091,After the Sunset,11500000,2819,2819,28331233,0.405912443,1,Holiday,60000000,"New Line Cinema
        
    ",(None),(None),PG-13,97,"Action
 
 Comedy
 
 Crime
 
 Drama"
3092,The Prince and Me,9406378,2682,2711,28176497,0.333837737,0.98930284,Spring,22000000,"Paramount Pictures
        
    ",(None),(None),PG,111,"Comedy
 
 Family
 
 Romance"
3093,Garden State,4576358,652,813,26782316,0.170872377,0.80196802,Summer,2500000,"Fox Searchlight Pictures
        
    ",(None),(None),R,102,"Comedy
 
 Drama
 
 Romance"
3094,Jersey Girl,8300000,1520,1821,25268157,0.328476667,0.834706205,Spring,35000000,"Miramax
        
    ",(None),(None),PG-13,102,"Comedy
 
 Drama
 
 Romance"
3095,Twisted,8904299,2703,2704,25198598,0.353364858,0.999630178,Winter,50000000,"Paramount Pictures
        
    ",(None),(None),R,97,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
3096,The Life Aquatic with Steve Zissou,9962833,1105,1105,24020403,0.414765439,1,Holiday,50000000,"Walt Disney Studios Motion Pictures
        
    ",Wes Anderson,(None),R,119,"Action
 
 Adventure
 
 Comedy
 
 Drama
 
 Romance"
3097,Around the World in 80 Days,7576132,2801,2801,24008137,0.315565177,1,Summer,110000000,"Walt Disney Studios Motion Pictures
        
    ",Walden Media,(None),PG,120,"Action
 
 Adventure
 
 Comedy
 
 Family
 
 Western"
3098,Agent Cody Banks 2: Destination London,8014005,2973,2973,23630159,0.339143084,1,Spring,26000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG,100,"Action
 
 Adventure
 
 Comedy
 
 Family
 
 Romance
 
 Sci-Fi"
3099,Hotel Rwanda,3245182,823,824,23530892,0.137911559,0.998786408,Holiday,17500000,"United Artists
        
    ",(None),(None),PG-13,121,"Biography
 
 Drama
 
 History
 
 War"
3100,Ella Enchanted,6100000,1931,2149,22918387,0.266161838,0.898557469,Spring,31000000,"Miramax
        
    ",(None),(None),PG,96,"Comedy
 
 Family
 
 Fantasy
 
 Romance"
3101,The Alamo,9124701,2609,2609,22414961,0.407080833,1,Spring,107000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,137,"Drama
 
 History
 
 War
 
 Western"
3102,Darkness,6400000,1700,1718,22163442,0.288763812,0.989522701,Holiday,10600000,"Dimension Films
        
    ",(None),(None),PG-13,88,Horror
3103,Mr. 3000,8679028,2736,2736,21811187,0.397916354,1,Fall,30000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,104,"Comedy
 
 Drama
 
 Romance
 
 Sport"
3105,Torque,9970557,2463,2463,21215059,0.469975455,1,Winter,40000000,"Warner Bros.
        
    ",(None),(None),PG-13,84,"Action
 
 Comedy
 
 Crime"
3106,Flight of the Phoenix,5019430,2604,2604,21009180,0.238916036,1,Holiday,45000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,113,"Action
 
 Adventure
 
 Drama
 
 Romance
 
 Thriller"
3107,Little Black Book,7075217,2445,2445,20698668,0.341819918,1,Summer,35000000,"Revolution Studios
        
    ",(None),(None),PG-13,107,"Comedy
 
 Drama
 
 Romance"
3108,Yu-Gi-Oh!: The Movie - Pyramid of Light,9485494,2411,2411,19765868,0.479892611,1,Summer,20000000,"Warner Bros.
        
    ",(None),(None),PG,100,"Action
 
 Adventure
 
 Animation
 
 Family
 
 Fantasy
 
 Thriller"
3109,Two Brothers,6144160,2175,2181,19176754,0.320396246,0.997248968,Summer,42000000,"Universal Pictures
        
    ",(None),(None),PG,109,"Adventure
 
 Drama
 
 Family"
3110,Harold & Kumar Go to White Castle,5200000,2135,2163,18250550,0.28492292,0.987055016,Summer,9000000,"New Line Cinema
        
    ",(None),Harold and Kumar,R,88,"Adventure
 
 Comedy"
3111,Laws of Attraction,7000000,2449,2449,17871255,0.391690455,1,Spring,32000000,"New Line Cinema
        
    ",(None),(None),PG-13,90,"Comedy
 
 Romance"
3112,EuroTrip,6711384,2512,2544,17771387,0.377651108,0.987421384,Winter,25000000,"DreamWorks Distribution
        
    ",(None),(None),R,92,Comedy
3113,My Baby's Daddy,7800000,1447,1448,17669317,0.441443209,0.999309392,Winter,12000000,"Miramax
        
    ",(None),(None),PG-13,86,Comedy
3114,Seed of Chucky,8800000,2061,2062,17083732,0.51510993,0.999515034,Holiday,12000000,"Rogue Pictures
        
    ",(None),Child's Play,R,87,"Comedy
 
 Horror
 
 Thriller"
3115,Win a Date with Tad Hamilton!,7320066,2711,2808,17071962,0.428777079,0.96545584,Winter,22000000,"DreamWorks Distribution
        
    ",(None),(None),PG-13,96,"Comedy
 
 Romance"
3116,Wimbledon,7118985,2034,2039,17001133,0.418735916,0.997547818,Fall,31000000,"Universal Pictures
        
    ",(None),(None),PG-13,98,"Comedy
 
 Romance
 
 Sport"
3118,Catch That Kid,5824860,2847,2848,16703799,0.348714685,0.999648876,Winter,12000000,"Twentieth Century Fox
        
    ",(None),(None),PG,91,"Action
 
 Adventure
 
 Comedy
 
 Crime
 
 Family"
3119,The Whole Ten Yards,6685381,2654,2654,16328471,0.409430926,1,Spring,40000000,"Warner Bros.
        
    ",(None),(None),PG-13,98,"Comedy
 
 Crime
 
 Thriller"
3120,Vanity Fair,4800000,1051,1054,16136476,0.297462717,0.9971537,Fall,23000000,"Focus Features
        
    ",(None),(None),PG-13,141,Drama
3121,Paparazzi,6146262,2115,2153,15714234,0.391127051,0.982350209,Fall,20000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,84,"Action
 
 Crime
 
 Drama
 
 Thriller"
3122,The Girl Next Door,6003806,2148,2148,14589444,0.411517122,1,Spring,25000000,"Twentieth Century Fox
        
    ",(None),(None),R,109,"Comedy
 
 Drama
 
 Romance"
3123,Welcome to Mooseport,6775132,2868,2868,14470947,0.468188571,1,Winter,30000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,110,"Comedy
 
 Romance"
