Primary Key,Title,Opening,OpenTheater,MaxTheater,Gross,OpeningvsGrossPercent,OpeningTheaterVsMax,ReleaseSeason,Budget,Distributor,Brand,Franchise,MPAA,Runtime,Genres
3124,Godsend,6900000,2323,2323,14379751,0.47984141,1,Spring,25000000,"Lionsgate
        
    ",(None),(None),PG-13,102,"Drama
 
 Fantasy
 
 Horror
 
 Sci-Fi
 
 Thriller"
3125,Soul Plane,5648486,1566,1566,14190750,0.398039991,1,Summer,16000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),R,86,Comedy
3126,Dirty Dancing: Havana Nights,5900000,2042,2042,14161590,0.416619885,1,Winter,25000000,"Lionsgate
        
    ",(None),(None),PG-13,86,"Drama
 
 Music
 
 Romance"
3127,New York Minute,5962106,3006,3006,14071441,0.42370259,1,Summer,30000000,"Warner Bros.
        
    ",(None),(None),PG,91,"Comedy
 
 Crime
 
 Family
 
 Romance"
3128,Envy,6160886,2445,2445,13562325,0.454264737,1,Spring,40000000,"DreamWorks Distribution
        
    ",(None),(None),PG-13,99,Comedy
3129,Shaun of the Dead,3300000,607,675,13542874,0.243670583,0.899259259,Fall,61000000,"Rogue Pictures
        
    ",(None),Three Flavours Cornetto,R,99,"Comedy
 
 Horror"
3131,Alfie,6218335,2215,2215,13399812,0.464061361,1,Holiday,60000000,"Paramount Pictures
        
    ",(None),(None),R,103,"Comedy
 
 Drama
 
 Romance"
3132,Wicker Park,5467281,2598,2598,13001257,0.420519416,1,Fall,30000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG-13,114,"Drama
 
 Mystery
 
 Romance
 
 Thriller"
3133,I Heart Huckabees,3829798,785,901,12785432,0.299543887,0.871254162,Fall,20000000,"Fox Searchlight Pictures
        
    ",(None),(None),R,107,Comedy
3134,Breakin' All the Rules,5088577,1318,1318,12264319,0.414909054,1,Summer,10000000,"Screen Gems
        
    ",(None),(None),PG-13,85,"Comedy
 
 Romance"
3135,Chasing Liberty,6081483,2400,2400,12195626,0.498660995,1,Winter,23000000,"Warner Bros.
        
    ",(None),(None),PG-13,101,"Comedy
 
 Romance"
3136,The Cookout,5600000,1303,1303,11814019,0.474013119,1,Fall,16000000,"Lionsgate
        
    ",(None),(None),PG-13,97,Comedy
3137,Surviving Christmas,4441356,2750,2755,11663156,0.380802246,0.998185118,Fall,45000000,"DreamWorks Distribution
        
    ",Christmas,(None),PG-13,91,"Comedy
 
 Romance"
3139,House of Flying Daggers,2733861,1189,1189,11050094,0.247406131,1,Holiday,12000000,"Sony Pictures Classics
        
    ",(None),(None),PG-13,119,"Action
 
 Adventure
 
 Drama
 
 Romance"
3141,Raise Your Voice,4600000,2521,2521,10411980,0.441798774,1,Fall,15000000,"New Line Cinema
        
    ",(None),(None),PG,107,"Family
 
 Music
 
 Musical
 
 Romance"
3142,The Perfect Score,4873819,2208,2208,10391003,0.469042209,1,Winter,20000000,"Paramount Pictures
        
    ",MTV,(None),PG-13,93,"Comedy
 
 Crime
 
 Drama"
3144,Sleepover,4171226,2207,2207,9436390,0.442036202,1,Summer,10000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG,89,"Comedy
 
 Family
 
 Romance"
3145,Superbabies: Baby Geniuses 2,3251856,1276,1276,9219388,0.352719291,1,Summer,20000000,"Triumph Releasing Corporation
        
    ",(None),(None),PG,88,"Comedy
 
 Family
 
 Sci-Fi"
3146,First Daughter,4002067,2260,2280,9055921,0.441928215,0.99122807,Fall,30000000,"Twentieth Century Fox
        
    ",(None),(None),PG,106,"Comedy
 
 Drama
 
 Romance"
3148,Suspect Zero,3446375,1500,1501,8725813,0.394963197,0.999333777,Summer,27000000,"Paramount Pictures
        
    ",(None),(None),R,99,"Crime
 
 Horror
 
 Mystery
 
 Thriller"
3149,Connie and Carla,3254940,1014,1016,8085771,0.402551593,0.998031496,Spring,27000000,"Universal Pictures
        
    ",(None),(None),PG-13,108,"Comedy
 
 Crime
 
 Music"
3151,Thunderbirds,2766810,2057,2062,6880917,0.402099023,0.99757517,Summer,57000000,"Universal Pictures
        
    ",(None),(None),PG,95,"Action
 
 Adventure
 
 Comedy
 
 Family
 
 Sci-Fi"
3155,Teacher's Pet,2461252,2027,2027,6491969,0.379122574,1,Winter,10000000,"Walt Disney Studios Motion Pictures
        
    ",Disney Channel,(None),PG,73,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Music
 
 Musical"
3156,The Big Bounce,3336374,2304,2304,6489476,0.514120709,1,Winter,50000000,"Warner Bros.
        
    ",(None),(None),PG-13,88,"Comedy
 
 Crime"
3158,Against the Ropes,3038546,1601,1601,5884190,0.516391551,1,Winter,39000000,"Paramount Pictures
        
    ",(None),(None),PG-13,110,"Biography
 
 Drama
 
 Romance
 
 Sport"
3161,Never Die Alone,3089993,1160,1160,5645298,0.547356933,1,Spring,,"Fox Searchlight Pictures
        
    ",(None),(None),R,88,"Action
 
 Crime
 
 Drama
 
 Thriller"
3164,Club Dread,3035688,1807,1807,5001708,0.606930273,1,Winter,8600000,"Fox Searchlight Pictures
        
    ",(None),(None),R,104,"Comedy
 
 Horror
 
 Mystery
 
 Thriller"
3166,Spartan,2011435,832,832,4434432,0.453594733,1,Spring,23000000,"Warner Bros.
        
    ",(None),(None),R,106,"Action
 
 Crime
 
 Drama
 
 Mystery
 
 Thriller"
3171,Benji: Off the Leash!,1512000,877,877,3817362,0.396085045,1,Summer,,(None),(None),Benji,PG,97,"Drama
 
 Family"
3179,Bobby Jones: Stroke of Genius,1233297,1332,1332,2694071,0.457781922,1,Spring,20000000,(None),(None),(None),PG,123,"Biography
 
 Drama
 
 Romance
 
 Sport"
3201,The Lord of the Rings: The Return of the King,72629713,3703,3703,377027325,0.192637796,1,Holiday,94000000,"New Line Cinema
        
    ",(None),Middle Earth,PG-13,201,"Action
 
 Adventure
 
 Drama
 
 Fantasy"
3202,Finding Nemo,70251710,3374,3425,339714978,0.206796034,0.985109489,Summer,94000000,"Walt Disney Studios Motion Pictures
        
    ",Pixar,(None),Not Rated,100,"Adventure
 
 Animation
 
 Comedy
 
 Family"
3203,Pirates of the Caribbean: The Curse of the Black Pearl,46630690,3269,3416,305413918,0.152680305,0.956967213,Summer,140000000,"Walt Disney Studios Motion Pictures
        
    ",(None),Pirates of the Carribean,PG-13,143,"Action
 
 Adventure
 
 Fantasy"
3204,The Matrix Reloaded,91774413,3603,3603,281576461,0.3259307,1,Summer,150000000,"Warner Bros.
        
    ",(None),The Matrix,R,138,"Action
 
 Sci-Fi"
3205,Bruce Almighty,67953330,3483,3549,242829261,0.279839957,0.981403212,Summer,81000000,"Universal Pictures
        
    ",(None),(None),PG-13,101,"Comedy
 
 Fantasy"
3206,X2: X-Men United,85558731,3741,3749,214949694,0.39804072,0.997866098,Summer,110000000,"Twentieth Century Fox
        
    ",Marvel Comics,X-Men,PG-13,134,"Action
 
 Sci-Fi
 
 Thriller"
3207,Elf,32100000,3337,3381,173398518,0.185122689,0.986986099,Holiday,33000000,"New Line Cinema
        
    ",(None),(None),PG,97,"Adventure
 
 Comedy
 
 Family
 
 Fantasy
 
 Romance"
3208,Terminator 3: Rise of the Machines,44041440,3504,3504,150371112,0.292884979,1,Summer,200000000,"Warner Bros.
        
    ",(None),Terminator,R,109,"Action
 
 Sci-Fi"
3209,The Matrix Revolutions,48475154,3502,3502,139313948,0.347956215,1,Holiday,150000000,"Warner Bros.
        
    ",(None),The Matrix,R,129,"Action
 
 Sci-Fi"
3210,Cheaper by the Dozen,27557647,3298,3307,138614544,0.19880776,0.9972785,Holiday,40000000,"Twentieth Century Fox
        
    ",(None),Cheaper by the Dozen,PG,98,"Comedy
 
 Family"
3211,Bad Boys II,46522560,3186,3202,138608444,0.335640158,0.995003123,Summer,130000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),Bad Boys,R,147,"Action
 
 Comedy
 
 Crime
 
 Thriller"
3212,Anger Management,42220847,3551,3656,135645823,0.311257996,0.971280088,Spring,75000000,"Revolution Studios
        
    ",Adam Sandler,(None),PG-13,106,Comedy
3213,Bringing Down the House,31101026,2801,2910,132716677,0.234341506,0.962542955,Spring,33000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,105,Comedy
3214,Hulk,62128420,3660,3674,132177234,0.470038736,0.996189439,Summer,137000000,"Universal Pictures
        
    ",Marvel Comics,Hulk,PG-13,138,"Action
 
 Sci-Fi"
3215,2 Fast 2 Furious,50472480,3408,3418,127154901,0.396936961,0.997074312,Summer,76000000,"Universal Pictures
        
    ",(None),The Fast and the Furious,PG-13,107,"Action
 
 Crime
 
 Thriller"
3216,Something's Gotta Give,16064723,2677,2876,124728738,0.128797286,0.930806676,Holiday,80000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,128,"Comedy
 
 Drama
 
 Romance"
3217,Seabiscuit,20854735,1989,2573,120277854,0.173387987,0.773027594,Summer,87000000,"Universal Pictures
        
    ",(None),(None),PG-13,140,"Drama
 
 History
 
 Sport"
3218,S.W.A.T.,37062535,3202,3220,116934650,0.316950835,0.994409938,Summer,80000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,117,"Action
 
 Adventure
 
 Crime
 
 Thriller"
3219,Spy Kids 3: Game Over,32500000,3344,3388,111761982,0.290796561,0.987012987,Summer,38000000,"Dimension Films
        
    ",(None),Spy Kids,PG,84,"Action
 
 Adventure
 
 Comedy
 
 Family
 
 Sci-Fi"
3220,The Last Samurai,24271354,2908,2938,111127263,0.218410436,0.989788972,Holiday,140000000,"Warner Bros.
        
    ",(None),(None),R,154,"Action
 
 Drama"
3221,Freaky Friday,22203007,2954,3067,110230332,0.201423751,0.963156179,Summer,20000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,97,"Comedy
 
 Family
 
 Fantasy
 
 Music
 
 Romance"
3222,Scary Movie 3,49700000,3505,3505,110003217,0.451804969,1,Fall,48000000,"Dimension Films
        
    ",Parody,Scary Movie,PG-13,84,Comedy
3223,The Italian Job,19457944,2633,2877,106128601,0.183343075,0.915189433,Summer,60000000,"Paramount Pictures
        
    ",(None),(None),PG-13,111,"Action
 
 Crime
 
 Thriller"
3224,How to Lose a Guy in 10 Days,23774850,2923,2923,105813373,0.224686628,1,Winter,78000000,"Paramount Pictures
        
    ",(None),(None),PG-13,116,"Comedy
 
 Romance"
3225,American Wedding,33369440,3172,3175,104565114,0.319125937,0.999055118,Summer,55000000,"Universal Pictures
        
    ",(None),American Pie,R,96,Comedy
3226,Daddy Day Care,27623580,3370,3472,104297061,0.264854827,0.97062212,Summer,60000000,"Revolution Studios
        
    ",(None),(None),PG,92,"Comedy
 
 Family"
3227,Daredevil,40310419,3471,3474,102543518,0.393105481,0.999136442,Winter,78000000,"Twentieth Century Fox
        
    ",Marvel Comics,(None),PG-13,103,"Action
 
 Crime"
3228,The Cat in the Hat,38329160,3464,3467,101149285,0.378936539,0.999134699,Holiday,109000000,"Universal Pictures
        
    ",(None),Dr. Suess,PG,82,"Adventure
 
 Comedy
 
 Family
 
 Fantasy"
3229,Charlie's Angels: Full Throttle,37634221,3459,3485,100830111,0.373243872,0.992539455,Summer,120000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,106,"Action
 
 Adventure
 
 Comedy
 
 Crime"
3230,Cold Mountain,14500000,2163,2802,95636509,0.151615739,0.771948608,Holiday,79000000,"Miramax
        
    ",(None),(None),R,154,"Adventure
 
 Drama
 
 History
 
 Romance
 
 War"
3231,Master and Commander: The Far Side of the World,25105990,3101,3101,93927920,0.26728996,1,Holiday,150000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,138,"Action
 
 Adventure
 
 Drama
 
 War"
3232,"Legally Blonde 2: Red, White & Blonde",22220670,3350,3375,90186328,0.246386237,0.992592593,Summer,45000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),Legally Blonde,PG-13,95,Comedy
3233,Mystic River,2899789,1467,1581,90135191,0.032171552,0.927893738,Fall,25000000,"Warner Bros.
        
    ",Clint Eastwood,(None),R,138,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
3234,Brother Bear,25097156,3030,3030,85336277,0.294097152,1,Fall,46000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),Not Rated,85,"Adventure
 
 Animation
 
 Comedy
 
 Drama
 
 Family
 
 Fantasy
 
 Musical"
3235,Freddy vs. Jason,36400000,3014,3014,82622655,0.440557133,1,Summer,30000000,"New Line Cinema
        
    ",(None),Friday the 13th,R,97,"Action
 
 Horror"
3236,School of Rock,19622714,2614,2951,81261177,0.241477108,0.885801423,Fall,35000000,"Paramount Pictures
        
    ",(None),(None),PG-13,109,"Comedy
 
 Music"
3237,The Texas Chainsaw Massacre,29100000,3016,3018,80571655,0.361169198,0.999337309,Fall,9500000,"New Line Cinema
        
    ",(None),Texas Chainsaw Massacre,R,98,"Crime
 
 Horror"
3238,The Haunted Mansion,24278410,3122,3122,75847266,0.320096047,1,Holiday,90000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG,99,"Comedy
 
 Family
 
 Fantasy
 
 Horror
 
 Mystery"
3239,Old School,17453216,2689,2742,75585093,0.230908177,0.980671043,Winter,24000000,"DreamWorks Distribution
        
    ",Saturday Night Live - Alumni Debuts,(None),R,88,Comedy
3240,Kill Bill: Vol. 1,22200000,3102,3102,70099045,0.316694757,1,Fall,30000000,"Miramax
        
    ",Quentin Tarantino,(None),R,111,"Action
 
 Crime
 
 Drama
 
 Thriller"
3241,Holes,16300155,2331,2452,67406573,0.24181848,0.950652529,Spring,20000000,"Walt Disney Studios Motion Pictures
        
    ",Walden Media,(None),PG,117,"Adventure
 
 Comedy
 
 Drama
 
 Family
 
 Mystery"
3242,Kangaroo Jack,16580209,2818,2848,66934963,0.247706255,0.989466292,Winter,60000000,"Warner Bros.
        
    ",(None),(None),Not Rated,89,"Action
 
 Adventure
 
 Comedy
 
 Crime
 
 Family"
3243,Big Fish,17975667,2406,2514,66809693,0.26905777,0.957040573,Holiday,70000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,125,"Adventure
 
 Drama
 
 Fantasy
 
 Romance"
3244,The League of Extraordinary Gentlemen,23075892,3002,3002,66465204,0.34718756,1,Summer,78000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,110,"Action
 
 Adventure
 
 Fantasy
 
 Sci-Fi"
3245,Lara Croft Tomb Raider: The Cradle of Life,21783641,3222,3222,65660196,0.331763265,1,Summer,95000000,"Paramount Pictures
        
    ",(None),Tomb Raider,PG-13,117,"Action
 
 Adventure
 
 Fantasy"
3246,Mona Lisa Smile,11528498,2677,2714,63860942,0.180525023,0.986366986,Holiday,65000000,"Revolution Studios
        
    ",(None),(None),PG-13,117,Drama
3247,Shanghai Knights,19603630,2753,2755,60476872,0.324150859,0.999274047,Winter,50000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,114,"Action
 
 Adventure
 
 Comedy"
3248,Bad Santa,12500000,2005,2540,60060328,0.208124072,0.789370079,Holiday,23000000,"Dimension Films
        
    ",Christmas,(None),R,92,"Comedy
 
 Crime
 
 Drama"
3249,Love Actually,11628760,1177,1714,59696144,0.194799182,0.686697783,Holiday,40000000,"Universal Pictures
        
    ",(None),(None),R,135,"Comedy
 
 Drama
 
 Romance"
3250,Gothika,19288438,2382,2382,59694580,0.323118749,1,Holiday,40000000,"Warner Bros.
        
    ",Dark Castle,(None),R,98,"Horror
 
 Mystery
 
 Thriller"
3251,Open Range,14047781,2075,2268,58331254,0.240827687,0.914902998,Summer,22000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),R,139,"Action
 
 Drama
 
 Romance
 
 Western"
3252,Once Upon a Time in Mexico,23424118,3282,3289,56359780,0.415617627,0.997871694,Fall,29000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,102,"Action
 
 Crime
 
 Thriller"
3253,Just Married,17548993,2766,2769,56127162,0.312664891,0.998916576,Winter,18000000,"Twentieth Century Fox
        
    ",(None),(None),PG-13,95,"Comedy
 
 Romance"
3254,Paycheck,13462374,2762,2762,53790451,0.250274421,1,Holiday,60000000,"Paramount Pictures
        
    ",Philip K. Dick,(None),PG-13,119,"Action
 
 Mystery
 
 Sci-Fi
 
 Thriller"
3255,The Recruit,16302063,2376,2376,52802140,0.30873868,1,Winter,46000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,115,"Action
 
 Thriller"
3256,Radio,13303724,3074,3074,52333738,0.254209321,1,Fall,35000000,"Revolution Studios
        
    ",(None),(None),PG,109,"Biography
 
 Drama
 
 Sport"
3257,Identity,16225263,2733,2733,52159536,0.311069926,1,Spring,28000000,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),R,90,"Mystery
 
 Thriller"
3258,Underworld,21753759,2915,2928,51970690,0.418577452,0.995560109,Fall,22000000,"Screen Gems
        
    ",(None),Underworld,R,121,"Action
 
 Fantasy
 
 Thriller"
3259,Runaway Jury,11836705,2815,2815,49443628,0.239397987,1,Fall,60000000,"Twentieth Century Fox
        
    ",John Grisham,(None),PG-13,127,"Crime
 
 Drama
 
 Thriller"
3260,Peter Pan,11139495,2813,2813,48462608,0.229857522,1,Holiday,100000000,"Universal Pictures
        
    ",(None),(None),PG,113,"Adventure
 
 Family
 
 Fantasy
 
 Romance"
3261,Agent Cody Banks,14064317,3369,3369,47938330,0.293383541,1,Spring,28000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG,102,"Action
 
 Adventure
 
 Comedy
 
 Crime
 
 Family
 
 Romance
 
 Thriller"
3262,The Jungle Book 2,11441733,2808,2815,47901582,0.238859188,0.997513321,Winter,20000000,"Walt Disney Studios Motion Pictures
        
    ",DisneyToon Studios,(None),Not Rated,72,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Musical"
3263,The Rundown,18553765,3152,3154,47726342,0.388753133,0.999365885,Fall,85000000,"Universal Pictures
        
    ",(None),(None),PG-13,104,"Action
 
 Adventure
 
 Comedy
 
 Thriller"
3264,Final Destination 2,16200000,2834,2834,46961214,0.344965528,1,Winter,26000000,"New Line Cinema
        
    ",(None),Final Destination,R,90,"Horror
 
 Thriller"
3265,Phone Booth,15021088,2481,2489,46566212,0.322574832,0.996785858,Spring,13000000,"Twentieth Century Fox
        
    ",(None),(None),R,81,"Crime
 
 Thriller"
3266,28 Days Later...,10061858,1260,1407,45064915,0.223274758,0.895522388,Summer,8000000,"Fox Searchlight Pictures
        
    ",(None),(None),R,113,"Drama
 
 Horror
 
 Sci-Fi
 
 Thriller"
3267,Lost in Translation,5445813,864,882,44585453,0.122143269,0.979591837,Fall,4000000,"Focus Features
        
    ",(None),(None),R,102,"Comedy
 
 Drama"
3268,Tears of the Sun,17057213,2973,2973,43734876,0.390013979,1,Spring,75000000,"Revolution Studios
        
    ",(None),(None),R,121,"Action
 
 Drama
 
 Thriller
 
 War"
3269,Under the Tuscan Sun,9751425,1226,1701,43610723,0.223601544,0.720752499,Fall,18000000,"Walt Disney Studios Motion Pictures
        
    ",(None),(None),PG-13,113,"Comedy
 
 Drama
 
 Romance"
3270,The Lizzie McGuire Movie,17338755,2825,2825,42734455,0.405732447,1,Summer,17000000,"Walt Disney Studios Motion Pictures
        
    ",Disney Channel,(None),PG,94,"Adventure
 
 Comedy
 
 Family
 
 Music
 
 Romance"
3271,Secondhand Lions,12900000,3013,3038,42070939,0.30662496,0.991770902,Fall,30000000,"New Line Cinema
        
    ",(None),(None),PG,111,"Comedy
 
 Drama
 
 Family"
3272,Out of Time,16185316,3076,3076,41088845,0.393910221,1,Fall,50000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG-13,105,"Crime
 
 Drama
 
 Mystery
 
 Thriller"
3273,Rugrats Go Wild,11556869,3041,3041,39402572,0.293302402,1,Summer,25000000,"Paramount Pictures
        
    ",Nickelodeon,(None),PG,81,"Adventure
 
 Animation
 
 Comedy
 
 Family
 
 Fantasy
 
 Musical"
3274,Head of State,13503484,2151,2256,38125247,0.35418745,0.953457447,Spring,35200000,"DreamWorks Distribution
        
    ",(None),(None),PG-13,95,Comedy
3275,Good Boy,13107022,3225,3225,37667746,0.347964065,1,Fall,18000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG,88,"Comedy
 
 Drama
 
 Family
 
 Fantasy
 
 Sci-Fi"
3276,Uptown Girls,11277367,2495,2495,37182494,0.303297756,1,Summer,20000000,"Metro-Goldwyn-Mayer (MGM)
        
    ",(None),(None),PG-13,92,"Comedy
 
 Drama
 
 Romance"
3277,Matchstick Men,13087307,2711,2711,36906460,0.354607486,1,Fall,62000000,"Warner Bros.
        
    ",(None),(None),PG-13,116,"Comedy
 
 Crime
 
 Drama
 
 Thriller"
3278,National Security,14369694,2729,2729,36381186,0.394975964,1,Winter,,"Sony Pictures Entertainment (SPE)
        
    ",(None),(None),PG-13,88,"Action
 
 Comedy
 
 Crime
 
 Thriller"
